      ujd      | seeing_new | ub1_zp_new | lmt_mg_new | ccdid | good_pix_area |   ra_ul   |  dec_ul  |   ra_ur   |  dec_ur  |   ra_lr   |  dec_lr  |   ra_ll   |  dec_ll  
 2455380.74419 |        2.7 |       27.9 |     21.027 |    11 |      0.650424 | 215.96194 |  54.6792 | 215.88263 | 53.53012 | 214.91692 | 53.54833 | 214.96919 | 54.69794
 2455381.71855 |        2.4 |       27.9 |     21.064 |     0 |      0.658438 | 210.82716 | 55.85531 | 210.89446 |  54.7061 | 209.90207 | 54.68256 | 209.80586 | 55.83108
 2455381.71855 |        1.9 |       27.9 |     21.462 |     5 |      0.645297 | 216.04928 | 55.84063 | 215.96328 | 54.69167 | 214.97046 |  54.7126 | 215.02723 | 55.86213
 2455381.71855 |          2 |       28.1 |     21.408 |     4 |      0.658375 | 215.00691 | 55.86064 | 214.95139 | 54.71046 | 213.95587 | 54.72243 | 213.98217 | 55.87296
 2455381.71855 |        2.2 |       27.6 |     21.213 |     2 |      0.659901 | 212.91399 | 55.87515 | 212.91991 | 54.72393 | 211.92259 | 54.71789 | 211.88735 |  55.8689
 2455381.71855 |        2.2 |       27.8 |     21.111 |     1 |      0.651164 | 211.87179 | 55.86873 | 211.90547 | 54.71789 | 210.91068 | 54.70376 | 210.84789 | 55.85424
 2455381.71855 |          2 |       27.6 |     21.295 |    10 |      0.659193 | 214.95082 | 54.70079 | 214.89758 | 53.55092 | 213.93012 | 53.56154 | 213.95631 | 54.71174
 2455381.71855 |        1.8 |       27.9 |      21.59 |     9 |      0.658173 | 213.93382 | 54.71156 | 213.90662 | 53.56035 | 212.93864 | 53.56435 | 212.93851 | 54.71572
 2455381.71855 |        1.9 |       27.9 |     21.436 |     8 |      0.659608 | 212.92209 | 54.71514 | 212.92184 | 53.56397 | 211.95302 |  53.5601 | 211.92588 | 54.71112
 2455381.71855 |        2.2 |       27.6 |      21.08 |     7 |      0.659717 | 211.90978 | 54.70929 | 211.93656 | 53.55868 | 210.96881 |  53.5475 | 210.91482 | 54.69779
 2455381.71855 |        2.3 |       27.5 |     20.941 |     6 |      0.659833 | 210.89721 | 54.69418 | 210.95303 | 53.54488 | 209.98783 | 53.52565 | 209.90486 | 54.67441
 2455381.71855 |        2.1 |         28 |     21.461 |    11 |      0.650882 | 215.96146 | 54.68068 | 215.88211 |  53.5316 | 214.91643 |  53.5498 | 214.96874 | 54.69942
 2455381.76166 |        2.5 |       27.9 |     20.998 |     0 |      0.658489 | 210.82807 | 55.85349 | 210.89551 | 54.70426 | 209.90301 | 54.68071 | 209.80666 | 55.82925
 2455381.76166 |          2 |         28 |     21.312 |     4 |      0.658526 | 215.00797 | 55.85896 | 214.95255 | 54.70876 | 213.95702 | 54.72068 | 213.98321 | 55.87121
 2455381.76166 |        2.3 |       27.6 |     21.137 |     2 |      0.659906 | 212.91497 |  55.8734 | 212.92103 | 54.72218 | 211.92365 | 54.71611 | 211.88828 | 55.86712
 2455381.76166 |        2.4 |       27.7 |     20.902 |     1 |      0.651126 | 211.87274 | 55.86693 | 211.90662 | 54.71614 | 210.91175 | 54.70196 | 210.84877 | 55.85239
 2455381.76166 |        2.1 |       27.5 |     21.147 |    10 |      0.659397 | 214.95205 | 54.69912 | 214.89884 | 53.54921 | 213.93132 |  53.5598 | 213.95746 | 54.71004
 2455381.76166 |          2 |       27.8 |     21.375 |     9 |      0.658618 | 213.93496 | 54.70983 | 213.90786 |  53.5586 | 212.93984 | 53.56257 | 212.93965 | 54.71395
 2455381.76166 |        2.1 |       27.8 |     21.229 |     8 |      0.659625 | 212.92315 | 54.71338 | 212.92293 | 53.56222 | 211.95415 | 53.55832 | 211.92698 | 54.70932
 2455381.76166 |        2.4 |       27.6 |     20.973 |     7 |      0.659734 |  211.9108 |  54.7075 | 211.93761 | 53.55686 | 210.96991 | 53.54568 | 210.91589 | 54.69601
 2455381.76166 |        2.4 |       27.5 |     20.887 |     6 |      0.659847 | 210.89822 | 54.69237 | 210.95412 | 53.54308 | 209.98886 | 53.52382 |  209.9058 | 54.67256
 2455381.76166 |        2.3 |       27.9 |     21.276 |    11 |       0.65082 | 215.96269 | 54.67898 | 215.88339 | 53.52992 | 214.91768 | 53.54811 | 214.96995 |  54.6977
 2455381.76166 |          2 |       27.9 |     21.438 |     5 |      0.645173 | 216.05042 | 55.83895 | 215.96456 | 54.68998 | 214.97164 | 54.71089 | 215.02828 | 55.86041
 2455382.76784 |        2.3 |       27.7 |     20.838 |     1 |      0.651136 |  211.8728 | 55.86717 | 211.90659 | 54.71638 | 210.91169 | 54.70222 |  210.8488 | 55.85266
 2455382.76784 |        2.1 |       27.5 |     21.064 |     2 |      0.659906 | 212.91509 | 55.87367 | 212.92115 | 54.72243 | 211.92371 | 54.71635 | 211.88832 | 55.86738
 2455382.76784 |        2.3 |       27.9 |     20.964 |     0 |      0.658485 |  210.8281 | 55.85377 | 210.89548 | 54.70455 | 209.90301 | 54.68095 | 209.80672 | 55.82949
 2455382.76784 |        2.5 |       27.9 |     21.075 |    11 |      0.651106 | 215.96295 | 54.67928 | 215.88367 | 53.53023 |  214.9179 | 53.54839 | 214.97014 | 54.69798
 2455382.76784 |        2.1 |       27.5 |     21.056 |    10 |      0.659429 | 214.95224 | 54.69937 | 214.89905 | 53.54946 | 213.93152 | 53.56007 | 213.95766 | 54.71031
 2455382.76784 |        1.9 |       27.8 |     21.357 |     9 |      0.658669 | 213.93514 | 54.71009 | 213.90804 | 53.55886 | 212.93997 | 53.56283 | 212.93978 | 54.71421
 2455382.76784 |          2 |       27.8 |     21.204 |     8 |      0.659624 | 212.92325 | 54.71363 | 212.92313 | 53.56246 |  211.9543 | 53.55858 | 211.92704 |  54.7096
 2455382.76784 |        2.3 |       27.5 |     20.841 |     7 |      0.659733 | 211.91088 | 54.70776 | 211.93776 | 53.55712 | 210.96998 | 53.54592 | 210.91589 | 54.69624
 2455382.76784 |        2.3 |       27.5 |     20.867 |     6 |      0.659846 | 210.89825 | 54.69261 | 210.95417 | 53.54332 | 209.98885 | 53.52406 | 209.90578 |  54.6728
 2455382.76784 |          2 |       27.8 |      21.25 |     5 |      0.645454 | 216.05065 | 55.83925 | 215.96475 | 54.69026 | 214.97183 | 54.71118 | 215.02851 | 55.86072
 2455382.76784 |        1.9 |         28 |     21.256 |     4 |      0.658546 | 215.00819 | 55.85924 | 214.95276 | 54.70904 | 213.95717 | 54.72094 | 213.98338 | 55.87148
 2455382.81244 |        2.1 |       27.5 |     21.012 |     2 |      0.659851 | 212.91544 | 55.86741 | 212.92149 | 54.71625 | 211.92409 | 54.71013 | 211.88872 | 55.86108
 2455382.81244 |        2.2 |       27.7 |     20.878 |     1 |      0.650856 | 211.87315 | 55.86087 | 211.90692 | 54.71008 | 210.91209 | 54.69587 | 210.84922 | 55.84631
 2455382.81244 |        2.7 |       27.9 |     20.946 |    11 |      0.648082 | 215.96326 | 54.67323 | 215.88401 | 53.52417 | 214.91826 | 53.54226 | 214.97047 | 54.69186
 2455382.81244 |        2.1 |       27.5 |     20.997 |    10 |      0.659301 |  214.9526 | 54.69329 | 214.89946 | 53.54336 | 213.93185 |  53.5539 | 213.95794 | 54.70416
 2455382.81244 |        2.1 |       27.9 |     21.059 |     0 |      0.658458 | 210.82845 | 55.84738 | 210.89588 | 54.69823 | 209.90338 | 54.67456 | 209.80704 | 55.82301
 2455382.81244 |        1.9 |       27.8 |     21.295 |     9 |      0.658732 | 213.93551 | 54.70393 | 213.90839 | 53.55269 | 212.94028 |  53.5566 | 212.94011 | 54.70799
 2455382.81244 |        1.9 |       27.8 |     21.195 |     8 |      0.659598 | 212.92366 | 54.70742 | 212.92349 | 53.55626 | 211.95462 | 53.55229 |  211.9274 |  54.7033
 2455382.81244 |        2.2 |       27.5 |     20.773 |     7 |      0.659696 | 211.91127 | 54.70145 | 211.93805 |  53.5508 | 210.97027 |  53.5396 | 210.91628 | 54.68993
 2455382.81244 |        2.2 |       27.5 |     20.863 |     6 |      0.659815 | 210.89855 | 54.68626 | 210.95445 | 53.53694 | 209.98918 | 53.51762 | 209.90613 |  54.6664
 2455382.81244 |        2.4 |       27.8 |     21.016 |     5 |      0.642489 | 216.05095 | 55.83318 | 215.96511 | 54.68422 | 214.97218 | 54.70508 |  215.0288 | 55.85461
 2455382.81244 |        1.9 |         28 |     21.239 |     4 |       0.65849 | 215.00852 | 55.85312 | 214.95312 | 54.70293 | 213.95752 | 54.71481 |  213.9837 | 55.86534
 2455383.77008 |        2.1 |       27.7 |     21.091 |     1 |      0.650842 | 211.87384 | 55.86059 | 211.90769 |  54.7098 | 210.91293 | 54.69563 | 210.84997 | 55.84607
 2455383.77008 |        1.8 |         28 |     21.504 |     4 |       0.65852 | 215.00877 | 55.85267 | 214.95336 | 54.70248 |  213.9579 |  54.7144 |  213.9841 | 55.86493
 2455383.77008 |        2.3 |       27.9 |     21.419 |     5 |      0.642397 | 216.05102 | 55.83269 | 215.96522 | 54.68375 | 214.97247 | 54.70464 | 215.02906 | 55.85414
 2455383.77008 |        1.8 |       27.8 |     21.499 |     8 |      0.659595 | 212.92412 | 54.70706 | 212.92393 | 53.55585 | 211.95526 | 53.55195 | 211.92808 |   54.703
 2455383.77008 |        1.8 |       27.8 |     21.601 |     9 |      0.658897 | 213.93585 | 54.70352 | 213.90871 |  53.5523 | 212.94082 | 53.55627 | 212.94062 | 54.70763
 2455383.77008 |          2 |       27.5 |     21.282 |    10 |      0.659317 | 214.95282 | 54.69285 | 214.89968 |  53.5429 | 213.93223 | 53.55347 | 213.95832 | 54.70375
 2455383.77008 |        2.7 |       27.9 |     21.195 |    11 |      0.647971 | 215.96338 | 54.67275 | 215.88415 | 53.52366 | 214.91849 | 53.54181 | 214.97069 | 54.69144
 2455383.77008 |        2.1 |       27.5 |     21.113 |     6 |      0.659809 | 210.89938 | 54.68603 | 210.95528 | 53.53668 | 209.99016 | 53.51741 | 209.90711 | 54.66622
 2455383.77008 |        2.1 |       27.6 |     21.219 |     7 |       0.65969 | 211.91191 | 54.70117 | 211.93871 |  53.5505 | 210.97108 | 53.53931 | 210.91708 | 54.68967
 2455383.77008 |          2 |       27.9 |     21.334 |     0 |      0.658452 | 210.82928 | 55.84716 | 210.89668 | 54.69795 |  209.9043 | 54.67435 |   209.808 | 55.82287
 2455383.77008 |          2 |       27.6 |     21.399 |     2 |      0.659839 | 212.91591 | 55.86706 | 212.92197 | 54.71589 | 211.92474 | 54.70983 | 211.88937 |  55.8608
 2455383.81405 |          2 |       27.6 |     21.397 |     2 |      0.659897 | 212.91636 | 55.87225 | 212.92242 | 54.72104 | 211.92481 |  54.7149 | 211.88942 |  55.8659
 2455383.81405 |        2.1 |       27.7 |     21.117 |     1 |      0.651068 |  211.8739 | 55.86568 | 211.90774 |  54.7149 |  210.9127 | 54.70067 | 210.84974 | 55.85109
 2455383.81405 |        1.9 |       27.8 |     21.536 |     9 |      0.659057 | 213.93654 | 54.70873 | 213.90944 | 53.55748 | 212.94118 | 53.56139 | 212.94098 | 54.71279
 2455383.81405 |        1.9 |         28 |     21.427 |     4 |      0.658677 | 215.00976 | 55.85791 | 214.95432 | 54.70773 | 213.95857 |  54.7196 | 213.98477 | 55.87013
 2455383.81405 |        2.1 |       27.9 |     21.254 |     0 |        0.6585 | 210.82905 | 55.85217 | 210.89647 |   54.703 |  209.9038 | 54.67933 | 209.80746 | 55.82782
 2455383.81405 |        1.9 |       27.8 |     21.438 |     8 |      0.659631 | 212.92453 | 54.71223 | 212.92431 | 53.56104 |  211.9553 | 53.55707 | 211.92813 | 54.70811
 2455383.81405 |        2.1 |       27.5 |      21.22 |    10 |      0.659592 | 214.95375 | 54.69812 | 214.90057 | 53.54814 | 213.93292 | 53.55866 | 213.95905 | 54.70897
 2455383.81405 |        2.3 |       27.8 |     21.321 |     5 |      0.645819 | 216.05233 | 55.83797 | 215.96642 | 54.68903 | 214.97337 | 54.70987 | 215.03006 | 55.85937
 2455383.81405 |        2.6 |       27.9 |     21.234 |    11 |      0.651456 | 215.96462 | 54.67804 | 215.88532 | 53.52897 | 214.91941 | 53.54706 | 214.97167 | 54.69667
 2455383.81405 |        2.2 |       27.5 |      21.05 |     7 |      0.659736 | 211.91197 | 54.70629 | 211.93875 | 53.55561 | 210.97085 | 53.54436 | 210.91686 | 54.69473
 2455383.81405 |        2.2 |       27.5 |     21.034 |     6 |      0.659849 | 210.89921 | 54.69108 |  210.9551 | 53.54175 | 209.98961 |  53.5224 | 209.90655 | 54.67119
 2455384.76584 |        2.7 |       27.9 |     21.186 |    11 |      0.647833 | 215.96318 |  54.6727 | 215.88394 | 53.52363 |  214.9183 | 53.54176 | 214.97052 | 54.69137
 2455384.76584 |        2.3 |       27.9 |     21.163 |     0 |      0.658451 | 210.82916 |  55.8471 | 210.89656 | 54.69791 | 209.90419 | 54.67432 | 209.80788 | 55.82282
 2455384.76584 |        2.4 |       27.5 |     20.948 |     7 |      0.659691 | 211.91182 | 54.70111 |  211.9386 | 53.55047 | 210.97093 | 53.53929 | 210.91695 | 54.68961
 2455384.76584 |        2.3 |       27.5 |     20.991 |     6 |      0.659809 | 210.89927 |   54.686 | 210.95516 | 53.53668 | 209.99002 |  53.5174 | 209.90699 | 54.66617
 2455384.76584 |        1.9 |       27.8 |     21.536 |     9 |      0.658846 | 213.93568 | 54.70343 |  213.9086 | 53.55222 | 212.94067 |  53.5562 | 212.94046 | 54.70756
 2455384.76584 |          2 |       27.8 |     21.377 |     8 |      0.659594 | 212.92399 | 54.70699 | 212.92381 | 53.55584 | 211.95513 | 53.55194 | 211.92793 | 54.70294
 2455384.76584 |        2.4 |       27.7 |     20.923 |     1 |       0.65084 | 211.87368 | 55.86057 | 211.90747 | 54.70972 | 210.91278 | 54.69552 | 210.84989 | 55.84602
 2455384.76584 |          2 |       27.9 |     21.545 |     5 |      0.642262 | 216.05084 | 55.83262 | 215.96501 | 54.68371 | 214.97228 |  54.7046 |  215.0289 | 55.85407
 2455384.76584 |        1.9 |         28 |     21.417 |     4 |      0.658504 | 215.00859 | 55.85262 | 214.95321 | 54.70242 | 213.95775 | 54.71434 | 213.98391 | 55.86488
 2455384.76584 |        2.2 |       27.6 |     21.286 |     2 |      0.659825 | 212.91576 | 55.86703 | 212.92183 | 54.71582 |  211.9246 | 54.70976 | 211.88922 | 55.86076
 2455384.76584 |        2.1 |       27.5 |     21.219 |    10 |      0.659292 | 214.95263 |  54.6928 | 214.89946 | 53.54285 | 213.93203 | 53.55341 | 213.95815 | 54.70369
 2455384.81005 |        2.3 |       27.5 |     20.953 |     6 |       0.65985 | 210.89918 | 54.69135 | 210.95509 | 53.54202 | 209.98969 | 53.52268 | 209.90662 | 54.67146
 2455384.81005 |        2.7 |       27.9 |     21.135 |    11 |      0.651599 |  215.9646 | 54.67833 |  215.8853 | 53.52924 | 214.91942 | 53.54733 | 214.97167 | 54.69696
 2455384.81005 |        2.1 |       27.9 |       21.2 |     0 |        0.6585 | 210.82903 | 55.85246 | 210.89646 | 54.70329 | 209.90382 |  54.6796 | 209.80747 | 55.82809
 2455384.81005 |        2.3 |       27.8 |     21.254 |     5 |      0.645979 | 216.05235 | 55.83828 | 215.96641 | 54.68929 | 214.97336 | 54.71014 | 215.03007 | 55.85968
 2455384.81005 |        1.9 |         28 |     21.373 |     4 |      0.658685 | 215.00979 |  55.8582 | 214.95434 |   54.708 | 213.95856 | 54.71988 | 213.98479 | 55.87042
 2455384.81005 |          2 |       27.5 |     21.236 |     2 |      0.659899 | 212.91641 |  55.8725 | 212.92241 | 54.72133 | 211.92478 | 54.71517 | 211.88945 | 55.86614
 2455384.81005 |        2.2 |       27.7 |     20.974 |     1 |      0.651081 | 211.87388 | 55.86598 | 211.90771 | 54.71517 | 210.91272 | 54.70093 | 210.84978 | 55.85138
 2455384.81005 |        2.1 |       27.5 |     21.164 |    10 |      0.659597 | 214.95375 | 54.69838 | 214.90055 | 53.54843 | 213.93293 | 53.55896 | 213.95907 | 54.70924
 2455384.81005 |        1.8 |       27.8 |     21.555 |     9 |      0.659068 | 213.93653 | 54.70899 | 213.90947 | 53.55776 | 212.94123 | 53.56168 | 212.94099 | 54.71306
 2455384.81005 |        1.9 |       27.8 |       21.4 |     8 |      0.659631 | 212.92455 | 54.71249 | 212.92433 |  53.5613 | 211.95533 | 53.55736 | 211.92816 | 54.70839
 2455384.81005 |        2.2 |       27.5 |      20.98 |     7 |      0.659736 | 211.91199 | 54.70656 | 211.93879 | 53.55592 | 210.97089 | 53.54465 | 210.91688 | 54.69497
 2455385.77204 |        2.5 |       27.5 |     20.819 |     7 |      0.657192 | 211.91263 |  54.7205 | 211.93951 | 53.56994 | 210.97145 | 53.55868 | 210.91735 | 54.70892
 2455385.77204 |        2.6 |       27.9 |      21.15 |    11 |      0.651453 | 215.96607 | 54.69207 | 215.88664 | 53.54297 | 214.92056 | 53.56117 | 214.97293 | 54.71081
 2455385.77204 |        2.1 |       27.8 |     21.343 |     9 |      0.656892 | 213.93749 | 54.72287 | 213.91039 | 53.57166 | 212.94207 | 53.57561 | 212.94186 | 54.72697
 2455385.77204 |        2.4 |       27.5 |     21.004 |     2 |      0.658079 | 212.91722 | 55.88644 | 212.92326 | 54.73523 | 211.92549 |  54.7291 |  211.8901 |  55.8801
 2455385.77204 |        2.2 |         28 |     21.182 |     4 |      0.656454 | 215.01101 | 55.87202 | 214.95557 |  54.7218 | 213.95961 | 54.73372 |  213.9858 | 55.88428
 2455385.77204 |        2.5 |       27.7 |     20.802 |     1 |      0.649295 | 211.87457 | 55.87995 | 211.90834 | 54.72908 | 210.91313 | 54.71488 | 210.85023 |  55.8654
 2455385.77204 |        2.3 |       27.8 |     21.204 |     5 |      0.645997 | 216.05383 | 55.85204 | 215.96789 | 54.70311 | 214.97459 | 54.72398 | 215.03128 | 55.87347
 2455385.77204 |        2.5 |       27.9 |     21.024 |     0 |      0.655719 | 210.82952 | 55.86646 | 210.89697 | 54.71726 | 209.90411 | 54.69364 | 209.80774 | 55.84215
 2455385.77204 |        2.3 |       27.5 |     21.056 |    10 |      0.657333 | 214.95503 | 54.71222 | 214.90159 |  53.5623 | 213.93383 | 53.57292 | 213.96007 | 54.72316
 2455385.77204 |        2.2 |       27.8 |     21.195 |     8 |      0.657124 | 212.92542 | 54.72641 | 212.92519 | 53.57527 | 211.95599 | 53.57135 | 211.92882 | 54.72234
 2455385.77204 |        2.6 |       27.5 |     20.804 |     6 |      0.657223 | 210.89968 | 54.70532 | 210.95565 | 53.55607 | 209.99005 | 53.53676 |  209.9069 | 54.68547
 2455385.81619 |        2.3 |       27.5 |     21.002 |    10 |      0.657993 | 214.95505 | 54.71107 | 214.90158 | 53.56117 | 213.93369 | 53.57173 | 213.95996 | 54.72193
 2455385.81619 |        2.4 |       27.5 |     20.853 |     6 |      0.658011 | 210.89897 | 54.70393 | 210.95498 | 53.55465 | 209.98924 | 53.53531 | 209.90606 | 54.68404
 2455385.81619 |        2.8 |       27.9 |     20.993 |    11 |      0.652133 | 215.96624 | 54.69094 | 215.88676 | 53.54188 | 214.92053 | 53.56004 | 214.97295 | 54.70964
 2455385.81619 |        2.1 |       27.8 |     21.292 |     9 |      0.657501 | 213.93742 | 54.72168 | 213.91022 | 53.57044 | 212.94168 | 53.57433 | 212.94157 | 54.72572
 2455385.81619 |        2.4 |       27.5 |     20.819 |     7 |      0.657938 | 211.91213 | 54.71919 | 211.93901 | 53.56855 | 210.97074 | 53.55726 | 210.91664 | 54.70758
 2455385.81619 |        2.3 |       27.9 |     21.051 |     0 |      0.656488 | 210.82886 |  55.8651 |  210.8963 | 54.71591 | 209.90332 | 54.69222 | 209.80694 | 55.84073
 2455385.81619 |        2.4 |       27.8 |     21.116 |     5 |      0.646693 | 216.05412 | 55.85096 | 215.96807 |   54.702 |  214.9746 | 54.72283 |  215.0314 | 55.87235
 2455385.81619 |        2.4 |       27.7 |     20.833 |     1 |      0.650055 | 211.87405 | 55.87866 | 211.90784 | 54.72778 | 210.91254 | 54.71353 | 210.84962 | 55.86406
 2455385.81619 |        2.3 |       27.5 |     21.023 |     2 |      0.658801 | 212.91693 |  55.8852 | 212.92293 | 54.73399 | 211.92495 | 54.72782 | 211.88961 | 55.87881
 2455385.81619 |        2.1 |         28 |     21.201 |     4 |      0.657104 | 215.01107 | 55.87089 | 214.95559 | 54.72065 | 213.95947 | 54.73253 | 213.98571 | 55.88312
 2455385.81619 |        2.1 |       27.8 |     21.182 |     8 |      0.657843 | 212.92511 | 54.72515 | 212.92478 | 53.57396 | 211.95547 |    53.57 | 211.92839 | 54.72104
 2455386.76763 |        2.5 |       27.7 |     20.701 |     1 |      0.651172 |  211.8742 | 55.87159 | 211.90805 | 54.72072 | 210.91303 | 54.70651 | 210.85006 | 55.85703
 2455386.76763 |        2.3 |       27.5 |     20.966 |     2 |      0.659891 | 212.91669 | 55.87807 | 212.92275 | 54.72682 | 211.92513 | 54.72072 | 211.88974 | 55.87176
 2455386.76763 |        2.2 |       27.8 |     21.116 |     5 |       0.64771 | 216.05268 | 55.84367 | 215.96684 | 54.69471 | 214.97374 | 54.71562 | 215.03035 | 55.86513
 2455386.76763 |        2.3 |       27.5 |     20.958 |    10 |      0.659613 |  214.9541 | 54.70376 | 214.90091 |  53.5539 | 213.93328 | 53.56452 |  213.9594 | 54.71471
 2455386.76763 |        2.1 |       27.8 |     21.248 |     9 |      0.659154 | 213.93684 |  54.7145 | 213.90977 | 53.56328 | 212.94156 | 53.56726 | 212.94128 | 54.71862
 2455386.76763 |        2.2 |       27.8 |     21.082 |     8 |      0.659594 |  212.9249 | 54.71802 | 212.92471 | 53.56688 | 211.95571 | 53.56294 | 211.92851 | 54.71392
 2455386.76763 |        2.5 |       27.5 |     20.717 |     7 |      0.659702 | 211.91235 | 54.71211 | 211.93926 | 53.56149 | 210.97134 |  53.5503 | 210.91723 |  54.7006
 2455386.76763 |        2.5 |       27.5 |     20.762 |     6 |      0.659817 | 210.89956 | 54.69694 | 210.95558 | 53.54765 | 209.99011 | 53.52839 | 209.90693 | 54.67714
 2455386.76763 |        2.7 |       27.9 |     20.993 |    11 |      0.653348 |   215.965 | 54.68368 | 215.88566 | 53.53462 | 214.91971 | 53.55281 | 214.97201 | 54.70241
 2455386.76763 |        2.1 |         28 |     21.106 |     4 |      0.658697 | 215.01009 | 55.86366 | 214.95468 | 54.71344 | 213.95892 | 54.72536 |  213.9851 | 55.87591
 2455386.76763 |        2.4 |       27.9 |     20.881 |     0 |      0.658404 | 210.82934 | 55.85808 | 210.89682 | 54.70886 | 209.90423 | 54.68529 | 209.80784 | 55.83382
 2455386.81194 |        2.1 |         28 |      21.13 |     4 |      0.658706 |  215.0104 | 55.86402 | 214.95494 | 54.71384 | 213.95903 | 54.72569 | 213.98525 | 55.87622
 2455386.81194 |        2.1 |       27.8 |     21.084 |     8 |      0.659589 | 212.92482 | 54.71827 | 212.92464 | 53.56711 | 211.95542 | 53.56313 |  211.9282 | 54.71414
 2455386.81194 |        2.9 |       27.9 |     20.854 |    11 |      0.653516 | 215.96544 |  54.6841 | 215.88603 | 53.53503 | 214.92001 | 53.55319 | 214.97236 | 54.70279
 2455386.81194 |        2.3 |       27.5 |     20.895 |    10 |      0.659617 | 214.95448 | 54.70413 | 214.90116 | 53.55426 | 213.93326 | 53.56481 | 213.95951 | 54.71501
 2455386.81194 |        2.4 |       27.5 |     20.706 |     7 |      0.659698 | 211.91203 | 54.71234 | 211.93894 | 53.56166 | 210.97084 | 53.55038 | 210.91671 | 54.70074
 2455386.81194 |        2.4 |       27.5 |     20.771 |     6 |      0.659813 | 210.89907 | 54.69709 | 210.95503 | 53.54778 |  209.9894 | 53.52844 | 209.90628 | 54.67721
 2455386.81194 |        2.1 |       27.8 |     21.184 |     9 |      0.659121 | 213.93696 | 54.71484 | 213.90982 | 53.56359 | 212.94144 | 53.56749 | 212.94122 | 54.71888
 2455386.81194 |        2.2 |       27.5 |     20.973 |     2 |      0.659887 | 212.91667 | 55.87834 | 212.92267 | 54.72712 | 211.92484 | 54.72092 | 211.88949 | 55.87193
 2455386.81194 |        2.4 |       27.6 |     20.683 |     1 |      0.651168 | 211.87389 | 55.87181 | 211.90775 | 54.72091 | 210.91265 | 54.70666 | 210.84967 |  55.8572
 2455386.81194 |        2.3 |       27.9 |     21.001 |     0 |       0.65839 | 210.82892 | 55.85822 | 210.89634 | 54.70902 | 209.90353 | 54.68537 | 209.80719 | 55.83389
 2455386.81194 |        2.3 |       27.8 |      21.09 |     5 |       0.64789 | 216.05318 |  55.8441 | 215.96723 | 54.69512 | 214.97399 | 54.71598 | 215.03069 | 55.86551
 2455387.76359 |          2 |       27.2 |     20.185 |     0 |      0.658193 | 210.82886 | 55.86195 | 210.89631 | 54.71283 | 209.90354 | 54.68921 | 209.80716 | 55.83764
 2455387.76359 |        2.4 |       27.5 |     20.551 |    11 |      0.653048 | 215.96486 | 54.68756 | 215.88543 | 53.53853 | 214.91945 | 53.55681 | 214.97183 | 54.70637
 2455387.76359 |        1.6 |       27.3 |     20.198 |     8 |      0.659567 | 212.92456 | 54.72194 | 212.92449 | 53.57083 | 211.95532 | 53.56693 | 211.92799 | 54.71789
 2455387.76359 |        1.6 |       27.5 |       20.6 |     9 |      0.659048 | 213.93659 |  54.7184 | 213.90947 | 53.56721 |  212.9412 | 53.57118 | 212.94102 | 54.72251
 2455387.76359 |          2 |       27.1 |     19.684 |     7 |      0.659662 | 211.91186 | 54.71605 | 211.93874 | 53.56544 | 210.97083 | 53.55425 | 210.91674 | 54.70454
 2455387.76359 |        1.8 |       27.2 |     20.578 |    10 |      0.659543 | 214.95394 | 54.70763 | 214.90064 | 53.55784 | 213.93291 | 53.56848 | 213.95914 |  54.7186
 2455387.76359 |          2 |       27.2 |      19.93 |     1 |      0.650975 | 211.87363 | 55.87545 | 211.90756 | 54.72466 | 210.91259 | 54.71054 | 210.84955 | 55.86098
 2455387.76359 |        1.8 |       27.1 |     20.102 |     2 |      0.659862 | 212.91627 | 55.88194 | 212.92233 | 54.73076 | 211.92465 | 54.72467 | 211.88926 | 55.87565
 2455387.76359 |        1.6 |       27.5 |     20.747 |     4 |       0.65862 | 215.00986 | 55.86753 | 214.95436 | 54.71741 | 213.95858 | 54.72931 | 213.98484 | 55.87977
 2455387.76359 |        1.7 |       27.5 |     20.425 |     5 |      0.647466 | 216.05255 | 55.84756 |  215.9667 | 54.69868 | 214.97346 | 54.71956 | 215.03006 |   55.869
 2455387.76359 |          2 |         27 |     19.736 |     6 |      0.659793 | 210.89906 | 54.70078 | 210.95505 | 53.55159 | 209.98946 | 53.53243 | 209.90631 | 54.68107
   2455387.807 |        2.5 |       26.8 |     18.735 |     4 |       0.65864 | 215.01026 | 55.86703 | 214.95495 | 54.71686 | 213.95884 | 54.72891 | 213.98491 | 55.87942
   2455387.807 |          3 |       24.6 |     16.238 |     1 |      0.650979 | 211.87336 | 55.87503 | 211.90631 | 54.72442 | 210.91203 | 54.71025 | 210.84969 | 55.86046
   2455387.807 |        2.5 |       24.8 |     17.827 |     2 |      0.659866 | 212.91674 | 55.88169 | 212.92243 | 54.73018 | 211.92442 | 54.72364 | 211.88939 | 55.87494
   2455387.807 |        2.5 |       26.5 |     18.692 |     5 |      0.647761 | 216.05309 | 55.84712 | 215.96733 | 54.69832 |  214.9739 | 54.71908 | 215.03058 | 55.86844
   2455387.807 |        1.4 |       19.6 |     12.469 |     6 |      0.522424 |  210.8948 | 54.70088 | 210.95572 | 53.55092 | 209.99057 | 53.53144 | 209.90264 | 54.68078
   2455387.807 |        3.1 |       25.7 |     17.648 |    11 |      0.653335 | 215.96554 | 54.68704 | 215.88565 | 53.53821 | 214.91955 | 53.55654 | 214.97238 | 54.70592
