      ujd      | seeing_new | ub1_zp_new | lmt_mg_new | ccdid | good_pix_area |   ra_ul   |  dec_ul  |   ra_ur   |  dec_ur  |   ra_lr   |  dec_lr  |   ra_ll   |  dec_ll  
 2455663.77389 |          3 |       27.5 |     20.237 |     7 |      0.657551 | 211.90174 |  54.7032 | 211.92753 | 53.55247 |  210.9599 | 53.54155 |  210.9069 | 54.69196
 2455663.77389 |        2.8 |       27.7 |     20.385 |     8 |      0.657057 | 212.91403 | 54.70882 | 212.91292 | 53.55758 | 211.94405 | 53.55396 | 211.91778 | 54.70505
 2455663.77389 |        2.8 |       27.5 |     20.441 |    10 |      0.655538 | 214.94275 |  54.6941 | 214.88857 | 53.54412 | 213.92112 | 53.55495 | 213.94825 | 54.70526
 2455663.77389 |        3.1 |       27.8 |     20.404 |    11 |      0.641372 | 215.95332 | 54.67365 | 215.87294 | 53.52462 | 214.90728 | 53.54313 | 214.96063 | 54.69271
 2455663.77389 |        2.7 |       27.7 |     20.463 |     9 |      0.653121 |  213.9257 | 54.70499 | 213.89756 | 53.55372 | 212.92972 | 53.55797 | 212.93058 |  54.7094
 2455663.77389 |        2.8 |       27.5 |     20.428 |     2 |      0.658285 | 212.90688 | 55.86889 | 212.91172 | 54.71764 |  211.9145 | 54.71186 | 211.88034 | 55.86291
 2455663.77389 |        2.9 |       27.6 |     20.292 |     1 |      0.649483 | 211.86474 | 55.86267 | 211.89743 | 54.71183 | 210.90266 |  54.6979 | 210.84087 |  55.8484
 2455663.77389 |        2.8 |       27.9 |     20.413 |     4 |      0.655414 | 214.99972 | 55.85397 | 214.94317 | 54.70378 |  213.9477 | 54.71597 | 213.97504 |  55.8665
 2455663.77389 |        2.8 |       27.8 |     20.416 |     0 |      0.657453 | 210.82014 | 55.84945 | 210.88638 | 54.70024 | 209.89402 | 54.67695 | 209.79887 | 55.82547
 2455663.77389 |        2.9 |       27.8 |     20.516 |     5 |      0.636906 |  216.0421 | 55.83373 | 215.95508 |  54.6847 | 214.96223 | 54.70581 | 215.02019 | 55.85541
 2455663.81794 |        2.5 |       27.8 |     20.684 |     8 |      0.655761 | 212.91194 | 54.70934 | 212.91106 | 53.55812 | 211.94222 | 53.55442 | 211.91572 | 54.70549
 2455663.81794 |        2.7 |       27.5 |     20.447 |     7 |      0.656263 |  211.8997 | 54.70363 | 211.92569 | 53.55293 | 210.95804 | 53.54196 | 210.90485 | 54.69235
 2455663.81794 |        2.6 |       27.5 |      20.57 |     6 |      0.656618 | 210.88707 | 54.68864 |  210.9422 | 53.53926 | 209.97704 | 53.52025 | 209.89476 | 54.66909
 2455663.81794 |        2.8 |       27.8 |     20.587 |    11 |      0.640352 | 215.95111 | 54.67442 | 215.87102 | 53.52535 | 214.90541 | 53.54376 | 214.95847 | 54.69338
 2455663.81794 |        2.5 |       27.5 |      20.63 |    10 |      0.654215 | 214.94061 | 54.69475 | 214.88662 | 53.54476 | 213.91918 | 53.55555 | 213.94611 | 54.70587
 2455663.81794 |        2.3 |       27.9 |     20.689 |     4 |      0.653933 | 214.99726 | 55.85466 | 214.94097 | 54.70445 | 213.94557 | 54.71654 | 213.97265 |  55.8671
 2455663.81794 |        2.4 |       27.7 |     20.667 |     9 |      0.651794 | 213.92356 | 54.70559 | 213.89569 | 53.55432 | 212.92785 | 53.55851 | 212.92844 | 54.70994
 2455663.81794 |        2.5 |       27.5 |      20.61 |     2 |      0.656852 | 212.90447 | 55.86943 | 212.90962 | 54.71816 | 211.91242 | 54.71233 | 211.87795 |  55.8634
 2455663.81794 |        2.6 |       27.8 |     20.552 |     0 |      0.656078 |  210.8178 | 55.84986 | 210.88436 | 54.70068 |   209.892 | 54.67726 | 209.79653 | 55.82576
 2455663.81794 |        2.7 |       27.6 |     20.426 |     1 |      0.648078 | 211.86239 | 55.86315 | 211.89535 |  54.7123 | 210.90056 | 54.69831 | 210.83849 | 55.84881
 2455663.81794 |        2.6 |       27.8 |     20.693 |     5 |      0.635933 | 216.03947 | 55.83453 | 215.95277 | 54.68551 | 214.96002 | 54.70659 | 215.01749 | 55.85618
 2455664.94102 |        2.4 |       27.5 |     20.974 |     7 |      0.652309 |   211.897 | 54.69557 |  211.9236 | 53.54491 | 210.95613 | 53.53381 | 210.90234 | 54.68415
 2455664.94102 |        2.1 |       27.5 |     21.218 |    10 |      0.649496 | 214.93738 | 54.68708 | 214.88408 | 53.53713 | 213.91682 | 53.54773 | 213.94308 |   54.698
 2455664.94102 |          2 |       27.9 |     21.325 |     4 |      0.648949 | 214.99331 | 55.84694 |  214.9378 | 54.69672 | 213.94256 | 54.70871 | 213.96887 | 55.85927
 2455664.94102 |        2.4 |       27.5 |     21.014 |     6 |       0.65299 |  210.8845 | 54.68037 | 210.94039 | 53.53107 | 209.97549 | 53.51193 |  209.8926 | 54.66073
 2455664.94102 |        2.4 |       27.8 |     21.082 |     0 |      0.651666 | 210.81473 | 55.84164 | 210.88187 | 54.69247 | 209.88968 | 54.66896 | 209.79366 | 55.81745
 2455664.94102 |        1.9 |       27.7 |     21.338 |     9 |      0.647436 | 213.92058 | 54.69779 | 213.89333 | 53.54653 | 212.92559 | 53.55057 | 212.92556 | 54.70198
 2455664.94102 |          2 |       27.8 |      21.48 |     5 |      0.629955 | 216.03542 | 55.82692 | 215.94938 |  54.6779 |  214.9568 | 54.69887 | 215.01363 | 55.84845
 2455664.94102 |        2.1 |       27.8 |     21.351 |     8 |      0.651996 | 212.90895 | 54.70121 | 212.90881 | 53.55011 | 211.94011 | 53.54633 |   211.913 | 54.69738
 2455664.94102 |        2.4 |       27.6 |     21.015 |     1 |      0.643168 | 211.85913 | 55.85506 | 211.89263 | 54.70424 | 210.89799 |  54.6901 |  210.8354 | 55.84057
 2455664.94102 |        2.3 |       27.8 |     21.271 |    11 |      0.634359 |  215.9477 | 54.66689 | 215.86832 | 53.51778 | 214.90288 | 53.53602 | 214.95524 | 54.68567
 2455664.94102 |        2.3 |       27.5 |     21.178 |     2 |      0.651686 |  212.9009 | 55.86143 | 212.90675 | 54.71022 | 211.90974 | 54.70428 | 211.87459 | 55.85528
 2455664.98478 |        2.7 |       27.5 |     20.925 |     2 |      0.651231 | 212.90136 | 55.86017 |  212.9074 | 54.70897 | 211.91034 | 54.70299 | 211.87501 | 55.85398
 2455664.98478 |        2.5 |       27.9 |     20.999 |     4 |      0.648683 | 214.99395 | 55.84571 | 214.93853 | 54.69551 | 213.94322 | 54.70749 | 213.96945 | 55.85804
 2455664.98478 |        2.8 |       27.6 |     20.756 |     1 |      0.642666 | 211.85965 | 55.85377 | 211.89308 | 54.70288 | 210.89828 | 54.68874 | 210.83575 | 55.83927
 2455664.98478 |        2.8 |       27.8 |     20.997 |    11 |      0.634253 | 215.94848 | 54.66568 | 215.86918 | 53.51659 | 214.90371 | 53.53483 | 214.95599 | 54.68446
 2455664.98478 |        2.8 |       27.8 |     20.802 |     0 |      0.651053 | 210.81507 | 55.84029 | 210.88235 | 54.69115 |  209.8901 | 54.66761 | 209.79393 | 55.81606
 2455664.98478 |        2.5 |       27.8 |     21.176 |     5 |       0.62979 | 216.03608 | 55.82574 | 215.95019 | 54.67673 | 214.95757 | 54.69766 | 215.01425 | 55.84723
 2455664.98478 |        2.4 |       27.7 |     21.042 |     9 |      0.647153 | 213.92119 | 54.69656 | 213.89407 | 53.54529 | 212.92632 | 53.54929 | 212.92617 | 54.70071
 2455664.98478 |        2.5 |       27.7 |     20.972 |     8 |      0.651629 | 212.90956 | 54.69993 | 212.90954 | 53.54887 | 211.94077 | 53.54503 | 211.91353 | 54.69603
 2455664.98478 |        2.8 |       27.5 |     20.754 |     7 |      0.651875 | 211.89755 | 54.69426 | 211.92425 | 53.54356 | 210.95673 | 53.53251 | 210.90283 | 54.68289
 2455664.98478 |        2.8 |       27.5 |     20.761 |     6 |      0.652463 |   210.885 | 54.67895 | 210.94094 |  53.5297 | 209.97594 | 53.51063 |   209.893 | 54.65936
 2455664.98478 |        2.6 |       27.5 |     20.918 |    10 |      0.649306 | 214.93809 | 54.68584 | 214.88491 | 53.53591 | 213.91761 | 53.54652 | 213.94374 | 54.69678
 2455665.92554 |        2.4 |       27.5 |     18.712 |     0 |      0.654509 | 210.81516 | 55.84805 | 210.88237 | 54.69891 | 209.89011 | 54.67545 | 209.79401 |  55.8239
 2455665.92554 |        2.5 |       27.5 |     18.646 |     1 |      0.646572 | 211.85969 | 55.86154 | 211.89327 | 54.71066 | 210.89855 | 54.69665 | 210.83587 | 55.84717
 2455665.92554 |        2.1 |       27.8 |     18.869 |     4 |      0.652353 | 214.99437 |  55.8533 | 214.93886 | 54.70308 | 213.94343 | 54.71518 | 213.96972 | 55.86574
 2455665.92554 |        2.4 |       27.5 |     18.464 |     2 |      0.655327 | 212.90183 | 55.86788 | 212.90756 | 54.71672 | 211.91034 | 54.71073 | 211.87529 | 55.86169
 2455665.92554 |        2.4 |       27.5 |     18.923 |     7 |      0.655041 | 211.89759 | 54.70205 | 211.92414 | 53.55141 | 210.95671 | 53.54031 | 210.90297 | 54.69063
 2455665.92554 |        2.2 |       27.6 |     19.001 |     5 |      0.633977 | 216.03663 | 55.83329 | 215.95069 | 54.68437 | 214.95775 | 54.70532 | 215.01447 |  55.8548
 2455665.92554 |        2.3 |       27.5 |     18.983 |     6 |      0.655504 |  210.8853 | 54.68703 | 210.94083 | 53.53748 | 209.97548 | 53.51834 | 209.89279 | 54.66734
 2455665.92554 |        2.4 |       27.8 |     19.104 |    11 |      0.638423 | 215.94915 | 54.67314 | 215.86911 | 53.52413 | 214.90341 | 53.54253 | 214.95642 | 54.69208
 2455665.92554 |          2 |       27.5 |     18.881 |     9 |      0.650563 | 213.92129 | 54.70421 | 213.89412 | 53.55299 |  212.9265 | 53.55704 | 212.92639 | 54.70841
 2455665.92554 |        2.1 |       27.5 |     18.849 |     8 |      0.654536 | 212.90995 | 54.70799 | 212.90959 | 53.55668 | 211.94073 |  53.5528 | 211.91369 | 54.70397
 2455665.92554 |        2.2 |       27.5 |      19.17 |    10 |      0.652923 | 214.93845 | 54.69354 | 214.88512 | 53.54348 | 213.91762 | 53.55416 |  213.9439 | 54.70455
 2455665.96975 |        2.9 |       27.5 |     20.546 |     7 |      0.655432 | 211.89821 |  54.7026 | 211.92493 | 53.55191 | 210.95721 | 53.54084 | 210.90329 |  54.6912
 2455665.96975 |        2.9 |       27.5 |     20.577 |     6 |      0.655834 | 210.88562 | 54.68747 |  210.9414 | 53.53815 | 209.97612 | 53.51899 |  209.8932 | 54.66778
 2455665.96975 |        2.6 |       27.6 |     20.693 |     9 |      0.651046 | 213.92217 | 54.70484 | 213.89499 | 53.55359 | 212.92712 | 53.55766 | 212.92701 | 54.70906
 2455665.96975 |        2.6 |       27.8 |     20.702 |     4 |      0.652849 | 214.99523 |   55.854 | 214.93973 | 54.70382 | 213.94422 | 54.71581 |  213.9705 | 55.86633
 2455665.96975 |        2.8 |       27.5 |     20.688 |    10 |      0.653487 | 214.93927 | 54.69413 | 214.88595 | 53.54417 | 213.91849 | 53.55483 | 213.94476 | 54.70512
 2455665.96975 |        2.9 |       27.5 |     20.687 |     2 |      0.655627 | 212.90227 | 55.86854 | 212.90817 | 54.71732 | 211.91096 | 54.71129 | 211.87575 | 55.86231
 2455665.96975 |        2.7 |       27.6 |      20.63 |     8 |      0.654979 | 212.91039 | 54.70825 |  212.9103 | 53.55718 |  211.9414 | 53.55339 | 211.91423 | 54.70441
 2455665.96975 |          3 |       27.7 |     20.498 |     0 |      0.654743 | 210.81556 | 55.84861 | 210.88281 | 54.69947 | 209.89043 | 54.67599 | 209.79428 | 55.82444
 2455665.96975 |          3 |       27.8 |     20.751 |    11 |      0.639412 | 215.94985 | 54.67392 | 215.87044 | 53.52486 | 214.90475 | 53.54316 | 214.95712 | 54.69276
 2455665.96975 |          3 |       27.5 |     20.428 |     1 |      0.646906 | 211.86027 | 55.86208 |  211.8938 | 54.71122 | 210.89892 | 54.69708 | 210.83629 | 55.84759
 2455665.96975 |        2.6 |       27.7 |     20.858 |     5 |      0.634918 | 216.03754 | 55.83402 | 215.95155 | 54.68503 |  214.9587 | 54.70601 | 215.01546 | 55.85555
 2455666.87264 |        2.6 |       27.5 |     20.289 |     6 |      0.658277 | 210.88927 | 54.68847 | 210.94473 | 53.53909 | 209.97956 | 53.52001 | 209.89695 | 54.66885
 2455666.87264 |        2.7 |       27.9 |     20.404 |    11 |      0.641911 | 215.95305 | 54.67455 | 215.87327 | 53.52551 | 214.90775 | 53.54389 |  214.9605 | 54.69348
 2455666.87264 |        2.5 |       27.5 |     20.323 |    10 |      0.655703 | 214.94257 | 54.69485 | 214.88898 | 53.54486 | 213.92165 | 53.55561 | 213.94819 | 54.70594
 2455666.87264 |        2.4 |       27.8 |     20.476 |     9 |      0.653285 | 213.92565 | 54.70562 | 213.89809 | 53.55435 | 212.93028 | 53.55848 | 212.93056 | 54.70991
 2455666.87264 |        2.4 |       27.8 |      20.41 |     8 |      0.657274 | 212.91403 | 54.70934 | 212.91344 | 53.55814 | 211.94464 | 53.55434 | 211.91781 | 54.70541
 2455666.87264 |        2.7 |       27.5 |     20.133 |     7 |      0.657791 | 211.90177 | 54.70353 | 211.92814 | 53.55283 | 210.96054 |  53.5418 | 210.90697 | 54.69218
 2455666.87264 |        2.5 |         28 |     20.457 |     4 |      0.655198 | 214.99883 | 55.85474 | 214.94301 | 54.70454 | 213.94762 | 54.71656 | 213.97423 |  55.8671
 2455666.87264 |        2.7 |       27.5 |     20.241 |     2 |      0.658097 | 212.90616 | 55.86934 | 212.91171 | 54.71813 | 211.91453 | 54.71227 | 211.87967 | 55.86328
 2455666.87264 |        2.7 |       27.7 |     20.255 |     1 |      0.649446 | 211.86404 | 55.86298 |  211.8974 | 54.71215 | 210.90275 | 54.69816 | 210.84029 | 55.84864
 2455666.87264 |        2.7 |       27.9 |     20.343 |     0 |      0.657312 | 210.81954 | 55.84963 | 210.88648 | 54.70047 | 209.89421 | 54.67704 | 209.79837 | 55.82551
 2455666.87264 |        2.4 |       27.8 |     20.537 |     5 |      0.637403 | 216.04111 | 55.83468 | 215.95483 | 54.68566 |   214.962 |  54.7067 | 215.01905 | 55.85627
 2455667.82641 |        2.7 |       27.5 |     20.122 |     6 |       0.65693 | 210.88743 | 54.68775 | 210.94268 | 53.53836 | 209.97747 | 53.51933 | 209.89507 | 54.66819
 2455667.82641 |        2.5 |       27.8 |     20.263 |     8 |      0.655931 | 212.91215 | 54.70858 | 212.91135 | 53.55734 | 211.94254 | 53.55359 | 211.91591 | 54.70469
 2455667.82641 |          3 |       27.9 |     20.183 |    11 |      0.640096 | 215.95116 | 54.67373 | 215.87117 | 53.52465 | 214.90561 | 53.54306 | 214.95857 | 54.69267
 2455667.82641 |        2.4 |       27.8 |     20.389 |     9 |      0.651947 | 213.92368 | 54.70485 |   213.896 | 53.55356 | 212.92825 | 53.55771 | 212.92865 | 54.70916
 2455667.82641 |        2.6 |       27.5 |     20.199 |     2 |      0.656932 | 212.90448 | 55.86863 | 212.90978 |  54.7174 | 211.91267 | 54.71152 | 211.87806 | 55.86256
 2455667.82641 |        2.6 |       27.8 |     20.346 |     5 |      0.635913 | 216.03937 | 55.83382 | 215.95294 | 54.68484 | 214.96007 | 54.70588 | 215.01728 | 55.85543
 2455667.82641 |        2.8 |       27.5 |     20.011 |     7 |      0.656454 | 211.89987 | 54.70281 | 211.92603 |  53.5521 | 210.95849 | 53.54108 | 210.90513 | 54.69148
 2455667.82641 |        2.8 |       27.7 |     20.117 |     1 |      0.648248 | 211.86242 | 55.86233 | 211.89554 |  54.7114 | 210.90082 | 54.69745 |  210.8386 | 55.84803
 2455667.82641 |        2.5 |       27.5 |     20.224 |    10 |       0.65431 | 214.94068 | 54.69404 | 214.88678 | 53.54402 | 213.91946 |  53.5548 |  213.9463 | 54.70516
 2455667.82641 |        2.4 |         28 |     20.389 |     4 |      0.654005 | 214.99712 | 55.85393 | 214.94106 | 54.70373 | 213.94567 | 54.71579 | 213.97252 | 55.86633
 2455667.82641 |        2.6 |       27.9 |     20.292 |     0 |      0.656132 | 210.81789 | 55.84898 |  210.8846 | 54.69982 |  209.8923 | 54.67636 | 209.79669 | 55.82484
 2455667.86939 |        2.9 |       27.8 |     20.187 |     9 |      0.653265 | 213.92557 | 54.70533 | 213.89807 | 53.55407 | 212.93028 | 53.55818 |  212.9305 | 54.70959
 2455667.86939 |          3 |       27.5 |      20.05 |     6 |      0.658273 | 210.88931 | 54.68814 | 210.94476 | 53.53878 | 209.97956 | 53.51972 | 209.89697 | 54.66855
 2455667.86939 |          3 |       27.8 |     20.094 |     8 |      0.657255 | 212.91395 | 54.70902 | 212.91349 | 53.55779 | 211.94472 | 53.55404 | 211.91779 | 54.70513
 2455667.86939 |        3.1 |       27.5 |     19.906 |     7 |       0.65778 | 211.90177 | 54.70326 | 211.92811 | 53.55252 | 210.96053 | 53.54148 | 210.90699 | 54.69191
 2455667.86939 |          3 |       27.9 |     20.202 |    11 |      0.641728 | 215.95304 | 54.67429 | 215.87323 | 53.52525 | 214.90767 | 53.54358 | 214.96044 | 54.69316
 2455667.86939 |        2.9 |       27.5 |     20.074 |    10 |      0.655663 | 214.94256 | 54.69456 | 214.88896 | 53.54454 |  213.9216 | 53.55533 | 213.94816 | 54.70567
 2455667.86939 |        3.1 |       27.7 |      20.03 |     1 |      0.649425 | 211.86402 | 55.86275 | 211.89736 | 54.71187 | 210.90273 | 54.69784 | 210.84029 | 55.84837
 2455667.86939 |          3 |       27.9 |     20.159 |     0 |      0.657299 | 210.81955 | 55.84936 |  210.8865 |  54.7002 | 209.89421 | 54.67673 | 209.79835 |  55.8252
 2455667.86939 |          3 |       27.5 |     20.054 |     2 |      0.658074 | 212.90612 | 55.86907 | 212.91167 | 54.71785 | 211.91452 | 54.71194 | 211.87966 | 55.86296
 2455667.86939 |          3 |       27.8 |     20.217 |     5 |      0.637213 | 216.04106 |  55.8344 | 215.95481 | 54.68537 | 214.96193 |  54.7064 | 215.01896 | 55.85598
 2455667.86939 |        2.9 |         28 |     20.199 |     4 |      0.655152 | 214.99873 | 55.85444 | 214.94296 | 54.70425 | 213.94758 | 54.71628 | 213.97414 | 55.86681
 2455668.76881 |        2.3 |       27.9 |     20.228 |     0 |      0.656988 | 210.81944 | 55.84826 | 210.88585 | 54.69914 | 209.89352 | 54.67575 |  209.7982 |  55.8242
 2455668.76881 |        2.2 |       27.5 |     20.173 |     2 |      0.657829 | 212.90612 | 55.86776 | 212.91109 | 54.71654 | 211.91388 | 54.71077 |  211.8796 | 55.86179
 2455668.76881 |        2.4 |       27.5 |     20.014 |     6 |      0.657588 | 210.88866 | 54.68708 | 210.94362 | 53.53768 | 209.97837 | 53.51871 | 209.89626 | 54.66757
 2455668.76881 |          2 |         28 |     20.402 |     4 |      0.654969 | 214.99883 | 55.85292 |  214.9424 | 54.70272 | 213.94698 | 54.71488 |  213.9742 | 55.86543
 2455668.76881 |        2.4 |       27.7 |     20.077 |     1 |      0.649106 |   211.864 | 55.86155 | 211.89675 | 54.71067 | 210.90203 | 54.69676 | 210.84018 |  55.8473
 2455668.76881 |        2.5 |       27.5 |     19.933 |     7 |      0.657136 | 211.90113 | 54.70208 | 211.92702 | 53.55137 | 210.95939 | 53.54041 |  210.9063 |  54.6908
 2455668.76881 |        2.3 |       27.8 |     20.264 |     5 |      0.636235 | 216.04103 | 55.83274 | 215.95433 | 54.68379 | 214.96145 | 54.70492 | 215.01893 | 55.85444
 2455668.76881 |        2.1 |       27.5 |     20.218 |    10 |      0.655047 | 214.94199 | 54.69305 | 214.88787 | 53.54305 | 213.92052 | 53.55393 | 213.94759 | 54.70426
 2455668.76881 |          2 |       27.8 |      20.39 |     9 |      0.652686 | 213.92504 | 54.70397 | 213.89692 | 53.55268 | 212.92911 | 53.55691 | 212.92989 | 54.70835
 2455668.76881 |        2.2 |       27.8 |     20.224 |     8 |      0.656645 | 212.91336 | 54.70773 | 212.91238 | 53.55651 | 211.94355 | 53.55285 | 211.91715 | 54.70392
 2455668.76881 |        2.6 |       27.9 |     20.131 |    11 |      0.640349 |  215.9525 | 54.67268 | 215.87219 | 53.52362 |  214.9066 | 53.54211 | 214.95988 | 54.69172
  2455668.7705 |        1.9 |       27.8 |      20.38 |     8 |      0.656529 | 212.91316 | 54.70727 | 212.91217 | 53.55605 | 211.94339 | 53.55239 | 211.91699 | 54.70347
  2455668.7705 |        2.1 |       27.5 |     20.163 |     6 |      0.657474 |  210.8885 | 54.68663 | 210.94348 | 53.53724 | 209.97823 | 53.51825 |  209.8961 |  54.6671
  2455668.7705 |        2.3 |       27.9 |     20.237 |    11 |      0.639965 | 215.95227 | 54.67223 | 215.87197 | 53.52318 | 214.90638 | 53.54165 | 214.95965 | 54.69125
  2455668.7705 |        1.8 |       27.5 |     20.346 |    10 |      0.654892 | 214.94179 | 54.69261 | 214.88765 | 53.54259 | 213.92026 | 53.55348 | 213.94734 | 54.70384
  2455668.7705 |        1.7 |       27.8 |     20.532 |     9 |      0.652557 | 213.92478 | 54.70346 | 213.89677 | 53.55224 | 212.92899 | 53.55645 | 212.92972 | 54.70783
  2455668.7705 |          2 |       27.9 |     20.359 |     0 |      0.656865 | 210.81925 | 55.84779 | 210.88567 | 54.69864 | 209.89336 | 54.67531 | 209.79804 | 55.82378
  2455668.7705 |        1.6 |         28 |     20.636 |     4 |      0.654813 | 214.99854 |  55.8525 | 214.94218 | 54.70227 | 213.94679 | 54.71443 | 213.97393 |   55.865
  2455668.7705 |        2.2 |       27.5 |     20.069 |     7 |      0.657018 | 211.90096 | 54.70163 | 211.92687 |  53.5509 | 210.95923 | 53.53995 | 210.90612 | 54.69036
  2455668.7705 |        1.9 |       27.5 |     20.321 |     2 |      0.657711 | 212.90588 |  55.8673 | 212.91085 | 54.71608 |  211.9137 | 54.71031 | 211.87942 | 55.86133
  2455668.7705 |        1.6 |       27.8 |     20.654 |     5 |      0.635871 | 216.04081 | 55.83229 | 215.95407 | 54.68335 | 214.96115 | 54.70446 | 215.01867 | 55.85396
  2455668.7705 |        2.3 |       27.7 |     20.119 |     1 |      0.648963 | 211.86382 | 55.86112 | 211.89658 | 54.71022 | 210.90189 | 54.69628 | 210.84003 | 55.84684
 2455669.92943 |        2.7 |       27.9 |     19.951 |     0 |      0.654863 |  210.8157 | 55.84907 | 210.88285 | 54.69997 | 209.89053 | 54.67649 | 209.79447 |  55.8249
 2455669.92943 |        2.7 |       27.7 |     19.839 |     1 |      0.646945 | 211.86019 |  55.8625 | 211.89376 | 54.71164 | 210.89902 | 54.69761 | 210.83635 | 55.84811
 2455669.92943 |        2.6 |       27.5 |     19.891 |     2 |      0.655634 | 212.90233 | 55.86885 | 212.90805 |  54.7177 | 211.91086 | 54.71178 | 211.87584 | 55.86273
 2455669.92943 |        2.6 |       27.5 |      19.75 |     7 |      0.655404 | 211.89811 | 54.70303 | 211.92482 | 53.55245 | 210.95715 | 53.54137 | 210.90324 | 54.69164
 2455669.92943 |        2.6 |       27.5 |     19.793 |     6 |      0.655876 | 210.88569 | 54.68797 | 210.94139 | 53.53861 | 209.97612 | 53.51948 | 209.89327 |  54.6683
 2455669.92943 |        2.4 |       27.8 |     20.106 |     5 |      0.634915 | 216.03723 | 55.83434 | 215.95133 | 54.68539 | 214.95842 | 54.70633 |  215.0151 | 55.85583
 2455669.92943 |        2.4 |         28 |     20.031 |     4 |      0.652728 | 214.99502 | 55.85432 | 214.93938 | 54.70418 | 213.94393 | 54.71619 | 213.97036 | 55.86668
 2455669.92943 |        2.3 |       27.8 |     20.076 |     8 |      0.654899 | 212.91036 | 54.70889 | 212.91008 | 53.55774 | 211.94126 | 53.55391 | 211.91415 | 54.70491
 2455669.92943 |        2.4 |       27.5 |     19.885 |    10 |      0.653333 | 214.93904 |  54.6945 | 214.88559 | 53.54452 | 213.91815 | 53.55525 | 213.94455 | 54.70556
 2455669.92943 |        2.3 |       27.8 |     20.099 |     9 |      0.650918 | 213.92196 |  54.7052 | 213.89471 |   53.554 |  212.9269 | 53.55812 | 212.92686 | 54.70948
 2455669.92943 |        2.5 |       27.9 |     20.057 |    11 |      0.639373 | 215.94951 | 54.67424 | 215.86989 | 53.52521 |  214.9043 | 53.54357 | 214.95688 | 54.69314
 2455669.97479 |        2.7 |       27.8 |     19.803 |     0 |      0.655151 | 210.81629 | 55.84645 | 210.88357 | 54.69732 | 209.89126 | 54.67381 | 209.79508 | 55.82225
 2455669.97479 |        2.2 |       27.9 |     19.996 |     4 |      0.653159 |  214.9958 | 55.85182 | 214.94035 | 54.70164 | 213.94484 | 54.71366 | 213.97108 | 55.86418
 2455669.97479 |        2.6 |       27.5 |     19.772 |     7 |      0.655851 | 211.89887 | 54.70049 | 211.92556 | 53.54984 | 210.95801 | 53.53871 | 210.90413 | 54.68904
 2455669.97479 |        2.5 |       27.5 |     19.894 |     2 |      0.655723 | 212.90303 |  55.8663 | 212.90887 | 54.71516 | 211.91163 | 54.70918 | 211.87648 | 55.86012
 2455669.97479 |        2.3 |       27.5 |     19.958 |    10 |      0.653785 | 214.93988 | 54.69197 | 214.88652 | 53.54202 |  213.9191 | 53.55274 | 213.94541 | 54.70302
 2455669.97479 |        2.5 |       27.5 |     19.816 |     6 |      0.656262 | 210.88644 | 54.68533 | 210.94218 | 53.53602 | 209.97689 | 53.51687 | 209.89401 | 54.66564
 2455669.97479 |        2.1 |       27.8 |     20.194 |     9 |      0.651484 | 213.92281 | 54.70267 | 213.89561 | 53.55146 |  212.9278 | 53.55558 | 212.92773 | 54.70694
 2455669.97479 |        2.7 |       27.6 |      19.69 |     1 |      0.647132 | 211.86087 | 55.85988 | 211.89453 | 54.70904 | 210.89975 | 54.69497 | 210.83699 | 55.84546
 2455669.97479 |        2.2 |       27.8 |     20.161 |     5 |      0.634169 | 216.03806 | 55.83183 | 215.95225 | 54.68289 | 214.95927 | 54.70381 | 215.01585 | 55.85331
 2455669.97479 |        2.3 |       27.8 |     20.062 |     8 |      0.655416 | 212.91124 | 54.70635 | 212.91094 | 53.55521 | 211.94203 | 53.55135 |  211.9149 | 54.70234
 2455669.97479 |        2.6 |       27.9 |     19.998 |    11 |      0.638699 | 215.95046 | 54.67176 | 215.87089 | 53.52276 | 214.90525 |  53.5411 | 214.95779 | 54.69064
 2455671.76962 |        2.1 |       27.5 |     20.504 |     2 |      0.658042 | 212.90633 | 55.86751 | 212.91133 | 54.71632 |  211.9142 | 54.71046 | 211.87985 | 55.86149
 2455671.76962 |        1.9 |         28 |     20.732 |     4 |      0.655128 | 214.99898 | 55.85268 | 214.94258 | 54.70254 | 213.94725 | 54.71468 | 213.97438 | 55.86517
 2455671.76962 |        2.2 |       27.6 |     20.348 |     1 |      0.649332 | 211.86434 | 55.86134 | 211.89703 | 54.71049 | 210.90241 | 54.69661 | 210.84049 | 55.84708
 2455671.76962 |        2.1 |       27.8 |     20.489 |     0 |      0.657249 | 210.81976 | 55.84806 | 210.88596 | 54.69896 | 209.89386 | 54.67551 |  209.7986 | 55.82395
 2455671.76962 |        2.1 |       27.5 |     20.521 |     6 |      0.657872 | 210.88906 | 54.68682 | 210.94408 | 53.53744 | 209.97884 | 53.51844 | 209.89673 | 54.66727
 2455671.76962 |        1.9 |       27.8 |     20.758 |     5 |      0.636244 |  216.0413 | 55.83247 | 215.95445 | 54.68348 | 214.96155 | 54.70456 | 215.01928 | 55.85415
 2455671.76962 |        1.9 |       27.8 |     20.714 |     9 |      0.652901 | 213.92536 | 54.70369 | 213.89727 | 53.55247 | 212.92948 | 53.55671 | 212.93029 | 54.70805
 2455671.76962 |        2.3 |       27.5 |     20.302 |     7 |      0.657397 | 211.90152 | 54.70181 | 211.92736 | 53.55111 | 210.95977 | 53.54019 |  210.9067 | 54.69057
